vPHOS,vTP,iTCO2,Carotenoids_whole_blood,vUA,iGlu,vCK,iHct,iCl,iNa,iAnGap,vGLU,iK,iHb,vGLOB,vK,vAST,vALB,vCA,vNA,Age,FH
2.4,3.1,20.0,0.14,13.8,388.0,1361.0,18.0,106.0,145.0,24.0,389.0,4.7,6.1,1.4,5.3,170.0,1.7,13.7,152.0,20.0,0.0
5.9,3.4,30.0,2.97,5.1,235.0,3645.4,30.0,116.0,155.0,14.0,242.0,4.6,10.2,1.1,4.840000000000001,544.0,2.3,11.9,160.0,49.0,1.0
7.3,3.3,24.0,0.22,5.8,223.0,977.0,19.0,102.0,139.0,19.0,243.0,5.1,6.5,1.5,6.1,175.0,1.8,12.5,150.0,21.0,0.0
6.0,2.7,25.0,0.85,12.7,226.0,2067.0,23.0,105.0,141.0,17.0,222.0,5.2,7.8,0.7,6.8,175.0,2.0,12.9,150.0,14.0,0.0
5.8,2.2,26.0,0.48,6.3,214.0,1161.0,17.0,103.0,140.0,17.0,215.0,4.9,5.8,0.7,5.5,159.0,1.5,12.1,152.0,10.0,0.0
6.1,3.0,17.0,0.359730071,8.5,292.0,6326.0,18.0,112.0,134.0,12.0,300.0,6.4,6.1,1.1,8.4,189.0,1.9,12.9,150.0,10.0,0.0
4.5,2.9,25.0,1.12,5.7,284.0,1594.0,21.0,106.0,138.0,13.0,297.0,5.0,7.1,1.0,5.8,166.0,1.9,12.0,153.0,21.0,0.0
3.3,3.8,23.0,1.14,3.1,237.0,4915.4,22.0,120.0,157.0,22.0,239.0,7.9,7.5,1.6,7.859999999999999,281.0,2.2,13.6,167.0,35.0,1.0
4.7,2.2,22.0,0.99,5.3,222.0,6169.0,16.0,106.0,141.0,19.0,225.0,5.5,5.4,0.7,6.0,175.0,1.5,11.3,149.0,7.0,0.0
6.2,3.4,18.0,3.25,16.8,230.0,4662.0,20.0,115.0,139.0,13.0,241.0,5.8,6.8,1.0,7.1,223.0,2.4,12.1,155.0,23.0,0.0
7.4,4.1,31.0,1.8,6.8,258.0,3822.2,24.0,108.0,146.0,15.0,300.0,6.2,8.2,1.4,7.459999999999999,414.0,2.6,14.8,157.2,36.0,0.0
7.4,3.3,27.0,2.58,4.1,255.0,4407.4,23.0,112.0,144.0,14.0,262.0,7.6,7.8,1.5,5.68,473.0,1.8,11.0,156.0,42.0,0.0
7.0,3.2,26.0,0.41,7.2,233.0,1957.0,20.0,109.0,143.0,14.0,256.0,5.4,6.8,1.1,6.8,168.0,2.0,12.2,154.0,23.0,0.0
6.6,3.2,27.0,2.1,13.4,280.0,3098.0,22.0,104.0,141.0,17.0,287.0,5.9,7.5,1.0,7.0,166.0,2.2,11.0,150.0,24.0,0.0
5.7,3.9,24.0,1.41,2.4,204.0,3716.4,20.0,113.0,145.0,15.0,209.0,5.3,6.8,2.0,6.9,247.0,1.9,11.4,153.0,36.0,0.0
5.7,3.1,21.0,1.23,6.1,263.0,4237.0,21.0,109.0,149.0,25.0,259.0,5.1,7.1,1.3,6.8,204.0,1.8,11.0,153.0,28.0,0.0
7.1,3.8,27.0,2.8084,4.4,260.0,3645.4,26.0,116.0,150.0,15.0,257.0,6.7,8.8,1.5,5.1,644.0,2.3,11.2,157.0,50.0,0.0
5.2,3.8,26.0,1.8156,11.5,189.0,3265.0,23.0,108.0,144.0,17.0,188.0,5.8,7.8,1.3,6.6,209.0,2.5,12.2,150.0,36.0,0.0
6.6,3.6,24.0,0.6,5.1,237.0,4655.6,21.0,113.0,146.0,15.0,252.0,5.6,7.1,1.2,7.5,206.0,2.4,11.2,158.0,35.0,0.0
7.2,3.3,22.0,0.04,5.7,249.0,1556.0,20.0,104.0,142.0,22.0,265.0,4.9,6.8,1.5,6.1,216.0,1.7,12.5,154.0,21.0,0.0
6.7,3.5,26.0,1.52,8.2,218.0,2704.0,23.0,110.0,143.0,14.0,218.0,5.8,7.8,1.3,7.0,169.0,2.2,12.5,151.0,21.0,0.0
6.5,2.8,24.0,0.94,7.5,263.0,1165.0,20.0,106.0,145.0,20.0,281.0,4.8,6.8,0.7,6.5,199.0,2.1,12.5,158.0,15.0,0.0
5.7,3.2,28.0,0.91,6.3,182.0,942.0,19.0,111.0,144.0,11.0,194.0,4.6,6.5,1.1,5.9,175.0,2.1,12.1,153.0,10.0,0.0
6.8,3.4,22.0,0.6753969470000001,3.8,337.0,4079.4,20.0,113.0,143.0,14.0,343.0,6.1,6.8,1.2,6.640000000000001,253.0,2.1,11.7,149.0,42.0,0.0
6.9,3.1,22.0,1.48,4.5,265.0,6511.0,23.0,111.0,143.0,17.0,274.0,5.8,7.8,1.1,7.5,218.0,2.1,12.0,154.0,26.0,0.0
6.8,3.1,24.0,0.126707826,4.2,238.0,3612.0,22.0,109.0,140.0,14.0,248.0,5.8,7.5,1.3,7.7,212.0,1.8,12.2,149.0,29.0,0.0
4.1,2.8,24.0,0.48,10.1,272.0,863.0,18.0,103.0,136.0,16.0,276.0,5.3,6.1,1.1,6.6,144.0,1.7,11.6,145.0,11.0,0.0
2.4,3.5,22.0,1.64,1.3,261.0,5690.6,26.0,118.0,150.0,18.0,278.0,6.0,8.8,1.3,7.840000000000001,280.0,2.2,12.3,166.0,35.0,0.0
6.1,2.7,26.0,1.64,3.4,241.0,3967.0,21.0,108.0,142.0,14.0,241.0,4.8,7.1,0.8,7.4,208.0,2.0,11.6,153.0,22.0,0.0
6.8,3.1,24.0,2.71,4.8,242.0,2034.0,18.0,113.0,144.0,13.0,263.0,5.2,6.1,1.1,5.5,167.0,2.1,11.3,153.0,27.0,0.0
5.5,2.4,18.0,0.63,7.5,249.0,1400.0,19.0,111.0,144.0,23.0,252.0,6.4,6.5,0.6,7.8,167.0,1.8,11.8,152.0,19.0,0.0
5.6,2.5,26.0,0.79,5.9,260.0,987.0,20.0,107.0,140.0,14.0,274.0,5.7,6.8,0.6,6.6,161.0,1.9,12.4,153.0,13.0,0.0
7.3,2.8,23.0,1.77,5.8,250.0,4438.6,22.0,108.0,141.0,16.0,264.0,5.2,7.5,0.7,6.840000000000001,237.0,2.1,13.2,162.0,16.0,0.0
4.8,2.8,28.0,1.11,5.9,246.0,938.0,18.0,104.0,141.0,16.0,264.0,4.7,6.1,0.6,5.8,145.0,2.1,13.6,156.0,16.0,0.0
6.1,3.0,21.0,0.6,3.9,255.0,1770.0,20.0,105.0,139.0,18.0,259.0,4.8,6.8,1.1,5.8,190.0,1.9,12.0,144.0,18.0,0.0
5.7,3.4,23.0,0.25,6.6,268.0,1016.0,23.0,110.0,148.0,23.0,275.0,7.1,7.8,1.6,8.4,182.0,1.8,11.6,156.0,28.0,0.0
5.5,3.5,25.0,2.269963303,2.3,249.0,3452.0,22.0,115.0,146.0,13.0,252.0,6.2,7.5,1.5,7.1,178.0,2.1,11.7,153.0,27.0,0.0
6.3,2.9,23.0,0.094109388,4.1,247.0,4351.0,21.0,110.0,144.0,18.0,255.0,6.7,7.1,1.2,8.2,194.0,1.7,12.1,148.0,29.0,0.0
5.8,2.3,25.0,0.539091027,9.6,248.0,1268.0,20.0,107.0,142.0,17.0,254.0,5.1,6.8,0.6,6.4,174.0,1.7,12.5,146.0,10.0,0.0
6.5,3.2,24.0,0.78,2.2,234.0,4087.0,21.0,111.0,148.0,20.0,235.0,5.8,7.1,1.4,6.4,355.0,1.8,11.5,160.0,46.0,0.0
6.2,2.2,24.0,0.92,2.6,233.0,2154.0,16.0,109.0,142.0,14.0,253.0,4.8,5.4,0.5,5.9,172.0,1.8,10.3,154.0,17.0,0.0
6.1,3.3,26.0,0.73,1.9,215.0,3899.2,21.0,108.0,148.0,20.0,227.0,5.0,7.1,1.2,6.04,378.0,2.1,12.3,160.0,35.0,1.0
5.7,3.4,20.0,1.189893996,5.2,236.0,3534.6,22.2,117.0,145.0,16.0,240.0,6.7,7.56,1.3,4.9,504.0,2.1,11.1,156.0,37.0,0.0
5.4,2.5,15.0,0.154342465,6.0,261.0,2085.0,18.0,112.0,143.0,22.0,266.0,5.2,6.1,1.1,6.2,181.0,1.4,12.2,150.0,10.0,0.0
6.1,3.6,22.0,1.21,2.0,217.0,3485.4,24.0,115.0,150.0,20.0,220.0,5.7,8.2,1.3,7.0,345.0,2.3,12.5,155.0,41.0,0.0
3.0,3.1,19.0,0.97,3.0,229.0,6593.0,26.0,119.0,153.0,23.0,239.0,6.4,8.8,1.3,7.6,212.0,1.8,12.3,157.0,36.0,0.0
2.6,2.7,20.0,0.55,4.4,254.0,3174.0,23.0,111.0,144.0,19.0,256.0,5.0,7.8,1.1,6.2,199.0,1.5,11.6,153.0,28.0,0.0
5.8,2.6,25.0,1.14,8.7,257.0,2696.0,18.0,108.0,144.0,19.0,254.0,6.0,6.1,0.5,7.6,179.0,2.1,11.4,156.0,20.0,0.0
4.8,2.3,21.0,1.8,11.0,230.0,1132.0,18.0,111.0,136.0,12.0,237.0,6.0,6.1,0.6,7.1,188.0,1.7,12.0,147.0,12.0,0.0
5.8,3.4,22.0,1.4,2.5,261.0,4368.4,24.0,113.0,151.0,22.0,266.0,5.0,8.2,1.3,7.4,245.0,2.1,12.5,162.0,29.0,1.0
5.1,2.8,26.0,1.2,3.4,234.0,6068.0,22.0,109.0,146.0,17.0,240.0,5.6,7.5,1.0,7.7,192.0,1.8,11.0,151.0,32.0,0.0
6.6,3.4,19.0,1.17,3.3,286.0,5053.0,22.0,114.0,150.0,22.0,308.0,5.3,7.5,1.4,7.7,231.0,2.0,12.3,165.0,40.0,1.0
6.2,2.5,20.0,0.8,10.5,164.0,3035.0,21.6,111.0,140.0,15.0,168.0,5.0,7.359999999999999,0.9,5.9,188.0,1.7,11.5,153.0,20.0,0.0
6.1,2.9,22.0,0.84,4.9,241.0,3032.0,21.0,108.0,140.0,16.0,253.0,5.5,7.1,1.0,6.8,194.0,1.9,11.5,148.0,23.0,0.0
6.0,2.9,21.0,0.42,6.1,215.0,1095.0,21.0,106.0,141.0,21.0,215.0,5.3,7.1,1.4,6.2,134.0,1.5,12.0,148.0,16.0,0.0
6.6,3.1,20.0,0.31,17.1,178.0,1137.0,17.0,112.0,142.0,16.0,185.0,4.5,5.8,1.8,5.0,163.0,1.3,9.4,148.0,20.0,0.0
6.3,2.9,27.0,1.09,3.4,244.0,697.0,20.0,107.0,141.0,13.0,253.0,4.9,6.8,0.8,5.6,160.0,2.1,11.2,147.0,15.0,0.0
1.5,3.9,22.0,1.98,5.6,226.0,3083.0,21.0,111.0,145.0,19.0,234.0,5.7,7.1,1.6,6.8,193.0,2.3,13.0,162.0,36.0,0.0
5.3,2.2,23.0,0.12,5.5,253.0,1154.0,17.0,105.0,142.0,20.0,253.0,5.1,5.8,0.9,6.4,177.0,1.3,11.8,147.0,15.0,0.0
7.0,2.5,21.0,0.137710488,9.9,435.0,2241.0,16.0,104.0,138.0,21.0,444.0,5.8,5.4,0.9,6.6,182.0,1.5,12.1,144.0,10.0,0.0
5.6,3.8,18.0,0.88,14.9,277.0,4636.8,25.0,118.0,146.0,18.0,287.0,7.2,8.5,1.4,7.42,275.0,2.4,12.6,160.0,30.0,0.0
5.8,3.1,23.0,0.53,4.0,228.0,2344.0,20.0,113.0,142.0,13.0,234.0,5.3,6.8,1.1,6.4,182.0,2.0,11.9,149.0,22.0,0.0
5.8,2.9,25.0,1.17,2.6,266.0,1360.0,24.0,106.0,142.0,17.0,287.0,4.6,8.2,0.6,6.5,215.0,2.3,13.1,160.0,10.0,0.0
7.1,3.3,24.0,1.39,6.1,243.0,1679.0,24.0,111.0,143.0,16.0,256.0,6.4,8.2,0.8,7.4,168.0,2.5,12.2,154.0,21.0,0.0
4.6,3.2,23.0,0.95,8.6,200.0,5248.0,22.0,113.0,147.0,18.0,197.0,5.6,7.5,1.0,7.5,208.0,2.2,12.3,155.0,23.0,0.0
5.8,3.4,27.0,2.24,3.4,237.0,4196.4,23.0,112.0,146.0,12.0,240.0,4.6,7.8,1.3,5.24,1098.0,2.1,11.7,151.0,49.0,0.0
5.1,2.7,23.0,2.68,2.9,216.0,1050.0,17.0,103.0,140.0,19.0,215.0,4.6,5.8,0.7,5.4,181.0,2.0,10.0,147.0,5.0,0.0
7.2,2.5,20.0,1.04,12.9,210.0,2353.0,19.0,110.0,143.0,20.0,210.0,6.0,6.5,0.8,6.8,174.0,1.7,12.0,151.0,7.0,0.0
5.1,3.0,23.0,0.7,6.3,204.0,2988.0,20.0,112.0,143.0,14.0,206.0,5.3,6.8,0.9,6.5,243.0,2.1,11.5,152.0,27.0,0.0
4.9,2.7,20.0,1.95,7.2,252.0,3908.4,20.0,110.0,144.0,20.0,259.0,5.1,6.8,0.8,6.6,228.0,1.9,11.2,150.0,29.0,0.0
6.6,3.8,20.0,0.25,3.3,221.0,1860.0,23.0,109.0,147.0,24.0,235.0,5.4,7.8,1.8,6.7,201.0,2.0,13.5,159.0,28.0,0.0
5.8,3.2,22.0,0.67,5.5,299.0,1468.0,24.0,113.0,144.0,16.0,326.0,6.0,8.2,1.3,6.5,225.0,1.9,12.7,160.0,21.0,0.0
2.4,2.8,28.0,0.01,6.8,241.0,1423.0,21.0,107.0,141.0,13.0,244.0,5.8,7.1,0.9,6.5,191.0,2.0,12.5,150.0,21.0,0.0
6.6,3.2,29.0,2.84,5.0,262.0,3655.4,24.0,111.0,147.0,12.0,270.0,5.1,8.2,1.1,5.680000000000001,491.0,2.2,11.4,152.0,49.0,0.0
4.9,3.3,21.0,0.35,3.5,482.0,2381.0,20.0,109.0,142.0,19.0,481.0,5.7,6.8,1.7,7.0,159.0,1.7,11.7,154.0,35.0,0.0
5.6,3.0,21.0,0.66,12.3,201.0,2498.0,19.0,111.0,138.0,12.0,207.0,5.1,6.5,1.0,6.2,189.0,2.0,11.9,146.0,19.0,0.0
6.4,2.5,23.0,0.48,2.2,280.0,752.0,19.0,111.0,139.0,13.0,289.0,6.2,6.5,0.7,6.4,146.0,1.8,11.5,150.0,15.0,0.0
4.6,2.9,19.0,1.04,10.3,211.0,2447.0,20.0,114.0,143.0,16.0,209.0,5.6,6.8,0.8,6.8,359.0,2.1,11.1,151.0,15.0,0.0
6.2,3.3,27.0,0.454152511,6.1,257.0,6538.2,20.0,108.0,144.0,15.0,261.0,5.4,6.8,1.5,7.6,265.0,1.8,11.4,148.0,42.0,0.0
5.6,2.8,19.0,0.2,5.0,157.0,1487.0,15.0,112.0,144.0,19.0,166.0,4.9,5.1,1.2,6.0,148.0,1.3,11.1,153.0,13.0,0.0
1.4,3.5,21.0,2.34,4.4,246.0,5552.8,26.0,110.0,150.0,26.0,245.0,5.5,8.8,1.5,7.359999999999999,230.0,2.0,12.4,157.0,37.0,1.0
4.8,3.6,21.0,1.398884781,8.6,267.0,3734.8,22.0,109.0,142.0,19.0,279.0,6.2,7.5,1.3,7.42,377.0,2.3,11.9,158.0,43.0,0.0
3.5,2.6,24.0,1.18,4.8,239.0,1353.0,19.0,103.0,142.0,21.0,234.0,5.0,6.5,1.0,6.6,153.0,1.7,12.4,147.0,16.0,0.0
5.4,2.7,18.0,0.13,4.7,489.0,2238.0,23.0,109.0,145.0,25.0,469.0,5.2,7.8,1.4,6.0,172.0,1.3,10.9,147.0,26.0,0.0
3.9,3.4,19.0,2.41,9.0,228.0,3509.0,23.0,119.0,150.0,17.0,231.0,4.7,7.8,1.2,5.7,209.0,2.3,11.5,155.0,29.0,0.0
6.5,3.1,24.0,1.3,9.4,234.0,1880.0,24.0,109.0,144.0,17.0,242.0,5.3,8.2,0.9,6.0,178.0,2.2,12.3,149.0,22.0,0.0
6.3,3.3,25.0,2.1692,6.1,252.0,2286.0,19.0,109.0,145.0,18.0,259.0,5.5,6.5,1.4,6.6,205.0,1.9,11.4,151.0,26.0,0.0
4.2,2.6,21.0,0.68,12.8,263.0,2794.0,19.0,110.0,143.0,19.0,265.0,5.8,6.5,0.8,6.7,205.0,1.8,12.0,149.0,18.0,0.0
2.3,2.9,21.0,0.31,13.2,348.0,2867.0,20.0,111.0,147.0,23.0,342.0,6.9,6.8,1.3,7.8,166.0,1.6,12.9,154.0,28.0,0.0
7.4,3.7,22.0,1.31,11.3,221.0,2180.0,23.0,113.0,145.0,17.0,229.0,6.1,7.8,1.5,7.0,190.0,2.2,13.7,155.0,21.0,0.0
4.9,2.9,24.0,1.6728,4.2,282.0,2630.0,21.0,110.0,146.0,18.0,290.0,5.0,7.1,0.7,6.5,175.0,2.1,11.7,151.0,22.0,0.0
6.5,2.2,22.0,2.89,5.2,227.0,1441.0,18.0,110.0,141.0,15.0,240.0,5.0,6.1,0.5,5.6,166.0,1.7,10.4,149.0,6.0,0.0
4.3,3.5,26.0,1.64,4.8,280.0,3605.0,25.0,113.0,144.0,13.0,286.0,6.8,8.5,1.1,7.9,228.0,2.4,11.0,155.0,37.0,0.0
6.4,3.3,27.0,1.8632,4.2,263.0,3547.2,24.0,110.0,144.0,14.0,268.0,6.5,8.2,1.4,7.3,394.0,1.8,11.5,152.0,37.0,0.0
6.4,2.9,21.0,0.31,9.3,244.0,1679.0,21.0,113.0,142.0,15.0,255.0,5.7,7.1,1.0,6.9,186.0,1.9,12.9,153.0,22.0,0.0
7.0,2.6,23.0,0.65,9.3,251.0,1994.0,21.0,111.0,145.0,18.0,260.0,5.7,7.1,0.9,6.0,162.0,1.7,12.4,152.0,14.0,0.0
4.1,3.2,23.0,0.51,10.2,240.0,3910.0,21.0,110.0,145.0,19.0,235.0,6.0,7.1,1.3,8.1,382.0,1.9,11.4,156.0,27.0,0.0
2.3,3.4,24.0,1.03,2.8,234.0,4729.6,23.0,113.0,148.0,19.0,250.0,5.8,7.8,1.2,8.2,274.0,2.2,12.8,166.0,30.0,0.0
7.3,2.8,22.0,1.48,8.1,233.0,4020.0,19.0,113.0,147.0,19.0,238.0,5.6,6.5,1.0,6.42,404.0,1.8,11.2,159.0,34.0,0.0
7.1,2.6,21.0,0.0,4.5,245.0,3531.0,21.0,108.0,144.0,20.0,262.0,5.3,7.1,0.8,6.5,194.0,1.8,12.7,156.0,21.0,0.0
7.1,3.7,22.0,0.460583856,7.4,255.0,4741.0,22.0,110.0,143.0,17.0,273.0,5.9,7.5,1.6,7.3,248.0,2.1,11.5,156.0,33.0,0.0
7.0,2.4,22.0,0.51,2.2,220.0,1573.0,16.0,113.0,145.0,15.0,222.0,5.2,5.4,0.7,6.2,320.0,1.7,10.6,150.0,10.0,0.0
2.3,3.0,19.0,1.17,2.8,242.0,4355.4,21.0,115.0,151.0,24.0,240.0,5.7,7.1,1.3,8.2,205.0,1.7,12.1,158.0,37.0,1.0
4.8,3.6,26.0,1.53,8.2,255.0,3063.0,25.0,113.0,148.0,16.0,258.0,6.1,8.5,1.5,7.5,231.0,2.1,12.6,155.0,44.0,1.0
5.3,3.7,24.0,1.02,3.6,225.0,3485.4,24.0,112.0,143.0,13.0,224.0,5.6,8.2,1.2,5.779999999999999,338.0,2.5,11.5,155.0,41.0,0.0
6.7,3.3,24.0,1.01,10.8,245.0,4608.0,23.0,111.0,147.0,18.0,242.0,5.5,7.8,1.1,6.2,192.0,2.2,11.6,156.0,29.0,0.0
5.7,4.7,27.0,1.511774916,5.8,257.0,4823.0,22.0,111.0,148.0,15.0,262.0,4.9,7.5,2.9,6.5,194.0,1.8,11.3,151.0,43.0,0.0
5.8,2.6,25.0,2.03,6.3,272.0,6609.0,19.0,110.0,140.0,11.0,272.0,5.7,6.5,0.4,8.1,252.0,2.1,11.2,149.0,16.0,0.0
5.2,3.2,22.0,0.3,6.0,251.0,1208.0,21.0,110.0,146.0,20.0,271.0,5.3,7.1,1.2,6.6,173.0,2.0,12.9,158.0,21.0,0.0
5.3,3.6,28.0,4.1548,8.2,195.0,3063.0,22.0,112.0,144.0,12.0,196.0,6.3,7.5,1.5,7.3,316.0,2.1,11.4,153.0,43.0,0.0
2.1,3.3,24.0,0.63,5.4,244.0,5403.6,22.0,111.0,147.0,19.0,248.0,5.6,7.5,1.4,7.859999999999999,265.0,2.0,11.6,159.0,36.0,0.0
6.0,2.5,26.0,1.28,8.6,249.0,1704.0,18.0,106.0,141.0,15.0,256.0,5.0,6.1,0.8,6.0,178.0,1.7,11.1,147.0,11.0,0.0
4.5,4.0,36.0,0.58,7.7,229.0,1019.0,19.0,93.0,138.0,14.0,243.0,4.6,6.5,1.6,5.3,202.0,2.4,12.3,153.0,15.0,0.0
5.4,3.1,22.0,2.42,7.3,223.0,5141.8,25.0,108.0,145.0,22.0,225.0,6.1,8.5,1.2,6.859999999999999,231.0,1.9,12.3,153.0,29.0,0.0
8.2,2.7,19.0,1.17,6.0,241.0,2912.0,20.0,111.0,141.0,17.0,257.0,5.5,6.8,0.8,6.7,184.0,1.9,11.3,149.0,15.0,0.0
5.3,2.7,21.0,0.23,10.3,183.0,1483.0,20.0,110.0,140.0,14.0,188.0,4.1,6.8,0.9,4.9,162.0,1.8,13.7,153.0,10.0,0.0
5.5,3.0,21.0,0.91,9.6,229.0,2095.0,18.0,116.0,143.0,13.0,227.0,6.1,6.1,0.7,7.5,197.0,2.3,12.2,153.0,14.0,0.0
6.0,2.6,21.0,0.6,8.3,297.0,1129.0,20.0,104.0,142.0,22.0,302.0,4.5,6.8,0.9,5.2,154.0,1.7,12.3,148.0,12.0,0.0
5.9,2.4,29.0,0.65,8.2,268.0,1179.0,18.0,104.0,136.0,10.0,277.0,5.7,6.1,0.5,6.6,178.0,1.9,11.3,148.0,15.0,0.0
5.2,2.5,27.0,0.36,5.1,274.0,4361.0,19.0,107.0,141.0,14.0,287.0,5.9,6.5,0.8,7.2,290.0,1.7,11.8,150.0,12.0,0.0
5.4,2.6,28.0,0.968486161,6.9,219.0,5699.0,19.0,109.0,143.0,13.0,230.0,5.3,6.5,0.8,7.6,197.0,1.7,10.2,155.0,20.0,0.0
7.1,3.3,25.0,0.76,9.1,331.0,2892.0,25.0,105.0,138.0,15.0,363.0,5.6,8.5,0.9,6.2,207.0,2.4,12.1,157.0,21.0,0.0
7.1,3.0,26.0,0.52,6.9,255.0,5398.0,21.0,105.0,142.0,17.0,266.0,5.3,7.1,1.1,6.5,185.0,1.9,12.0,149.0,25.0,0.0
6.7,2.6,25.0,1.014804441,3.1,239.0,5193.2,15.0,109.0,146.0,17.0,246.0,5.0,5.1,1.2,6.220000000000001,317.0,1.5,11.1,149.0,42.0,0.0
5.0,4.6,22.0,0.99,5.1,263.0,2726.0,23.0,112.0,146.0,19.0,266.0,5.3,7.8,3.1,6.0,187.0,1.4,12.4,153.0,29.0,0.0
5.6,3.8,24.0,2.320976279,6.4,285.0,3617.0,21.0,113.0,145.0,14.0,306.0,5.3,7.1,1.3,6.9,191.0,2.5,12.7,160.0,28.0,0.0
5.0,3.1,23.0,0.29,0.9,239.0,2089.0,21.0,115.0,144.0,13.0,238.0,5.5,7.1,0.8,6.6,193.0,2.2,11.3,150.0,27.0,0.0
7.6,2.7,24.0,0.43,5.8,238.0,2059.0,17.0,107.0,142.0,18.0,251.0,6.1,5.8,0.7,6.9,169.0,2.0,12.1,160.0,15.0,0.0
5.8,2.4,27.0,0.35,5.8,288.0,765.0,18.0,102.0,141.0,18.0,293.0,5.0,6.1,1.1,6.0,130.0,1.3,11.7,146.0,15.0,0.0
6.8,3.0,26.0,1.07,6.8,240.0,2895.0,19.0,110.0,145.0,15.0,253.0,5.0,6.5,0.6,5.4,178.0,2.4,11.3,156.0,27.0,0.0
5.6,3.0,28.0,0.83,6.5,248.0,1719.0,20.0,110.0,146.0,14.0,258.0,5.2,6.8,1.3,6.7,181.0,1.8,11.4,152.0,16.0,0.0
2.3,2.2,20.0,0.72,7.1,225.0,1173.0,20.0,112.0,145.0,19.0,222.0,5.3,6.8,0.7,5.7,190.0,1.6,11.2,153.0,15.0,0.0
6.6,3.3,28.0,2.16,4.1,257.0,4407.2,21.0,108.0,143.0,15.0,264.0,6.6,7.1,1.2,7.6,350.0,2.1,11.8,151.0,42.0,0.0
4.3,2.7,23.0,0.74,3.9,258.0,1575.0,17.0,108.0,141.0,15.0,262.0,4.8,5.8,0.9,5.4,235.0,1.8,11.0,148.0,9.0,0.0
2.5,2.6,21.0,0.03,11.5,461.0,6255.0,20.0,107.0,142.0,21.0,445.0,5.9,6.8,1.5,7.7,221.0,1.2,10.8,147.0,26.0,0.0
5.1,2.8,24.0,0.79,4.2,245.0,4902.0,20.0,109.0,142.0,15.0,244.0,5.3,6.8,0.9,6.6,181.0,1.9,11.1,150.0,22.0,0.0
6.4,2.9,19.0,1.8731151153999999,3.1,244.0,3583.0,20.0,115.0,142.0,16.0,258.0,6.4,6.8,0.9,7.8,392.0,1.9,11.8,157.0,23.0,0.0
6.2,2.5,22.0,0.647589699,12.6,236.0,6301.0,16.0,110.0,140.0,14.0,250.0,5.7,5.4,0.7,7.040000000000001,203.0,1.8,12.0,156.0,19.0,0.0
4.1,2.8,24.0,0.54,3.0,242.0,1294.0,20.0,107.0,144.0,20.0,236.0,5.4,6.8,0.6,5.8,193.0,2.1,12.3,150.0,8.0,0.0
6.2,2.8,23.0,0.59,10.0,229.0,2698.0,23.0,109.0,139.0,13.0,231.0,5.1,7.8,0.9,6.3,211.0,1.9,11.3,144.0,16.0,0.0
0.0,2.8,20.0,1.12,5.7,215.0,1733.0,16.0,118.0,143.0,12.0,224.0,5.8,5.4,0.2,6.8,181.0,2.6,9.5,136.0,8.0,0.0
6.0,3.0,21.0,1.32,2.8,229.0,1765.0,22.0,112.0,139.0,12.0,238.0,4.4,7.5,1.0,5.8,193.0,2.0,11.6,148.0,16.0,0.0
6.5,3.4,25.0,1.1252694559999998,2.6,248.0,5972.0,22.0,124.0,154.0,11.0,248.0,5.4,7.5,1.3,7.2,259.0,2.0,11.5,156.0,26.0,0.0
4.5,3.7,23.0,1.71,6.1,220.0,6623.4,24.0,117.0,149.0,17.0,229.0,6.6,8.2,1.6,8.2,279.0,2.2,11.7,163.0,27.0,0.0
6.0,3.1,27.0,1.89,4.6,237.0,2210.0,19.0,111.0,145.0,14.0,245.0,6.4,6.5,1.2,7.1,169.0,2.0,11.7,153.0,31.0,0.0
6.8,2.7,27.0,0.57,5.5,247.0,1563.0,19.0,103.0,140.0,17.0,256.0,5.3,6.5,0.5,6.4,163.0,2.2,11.8,146.0,15.0,0.0
7.7,2.9,27.0,2.36,21.3,86.0,6840.0,22.0,108.0,143.0,15.0,90.0,5.0,7.5,0.9,6.5,396.0,2.0,12.1,153.0,26.0,0.0
6.5,3.7,26.0,0.63,5.7,233.0,6596.0,26.0,110.0,147.0,18.0,236.0,6.2,8.8,1.8,7.5,235.0,1.9,12.0,154.0,28.0,0.0
5.2,2.6,20.0,0.06,15.52,96.0,2902.0,20.0,110.0,139.0,16.0,99.0,6.7,6.8,0.9,7.8,212.0,1.7,12.7,150.0,15.0,0.0
7.4,2.1,30.0,6.04,3.6,233.0,5425.0,19.0,102.0,134.0,8.0,241.0,5.2,6.459999999999999,0.2,6.9,247.0,1.9,11.7,145.0,1.0,0.0
5.9,3.1,26.0,0.59,1.7,226.0,2197.0,20.0,111.0,143.0,14.0,241.0,6.5,6.8,0.8,7.9,172.0,2.3,11.3,157.0,24.0,0.0
6.4,3.7,24.0,0.68,6.4,270.0,5841.0,24.0,109.0,137.0,11.0,275.0,5.6,8.2,1.2,7.7,222.0,2.6,11.5,151.0,28.0,0.0
6.3,3.6,29.0,1.34,3.3,223.0,4557.0,20.0,107.0,141.0,11.0,229.0,5.2,6.8,1.5,8.3,222.0,2.1,11.5,150.0,30.0,0.0
4.8,3.0,23.0,0.47,4.1,253.0,4747.0,21.0,108.0,146.0,21.0,250.0,5.4,7.1,1.2,6.9,192.0,1.8,11.7,154.0,35.0,0.0
