vPHOS,vTP,iTCO2,Carotenoids_whole_blood,vUA,iGlu,vCK,iHct,iCl,iNa,iAnGap,vGLU,iK,iHb,vGLOB,vK,vAST,vALB,vCA,vNA,Age,FH
2.3,2.3,33.0,0.35,5.3,248.0,1636.0,17.0,103.0,140.0,9.0,268.0,4.3,5.8,0.5,5.3,213.0,1.8,12.040000000000001,151.0,12.0,0.0
6.8,2.7,24.0,0.79,6.3,257.0,1268.0,15.0,109.0,139.0,12.0,266.0,5.8,5.1,1.1,7.0,161.0,1.6,11.7,144.0,15.0,0.0
6.5,3.1,26.0,1.51,2.9,244.0,2717.0,19.0,110.0,142.0,12.0,258.0,5.6,6.5,1.0,6.3,179.0,2.1,11.5,151.0,21.0,0.0
3.0,3.5,21.0,0.89,8.8,249.0,5206.4,22.0,110.0,146.0,22.0,245.0,5.7,7.5,1.2,7.540000000000001,260.0,2.3,12.8,152.0,28.0,0.0
6.8,3.3,24.0,2.81,10.9,273.0,3513.0,24.0,113.0,148.0,19.0,289.0,6.4,8.2,1.0,7.8,207.0,2.3,12.1,163.0,30.0,0.0
5.0,3.1,23.0,1.29,6.1,239.0,3736.4,23.0,114.0,150.0,19.0,259.0,4.8,7.8,1.2,8.4,362.0,2.0,11.4,158.0,41.0,0.0
6.1,3.2,27.0,0.37,6.0,226.0,6257.0,24.0,111.0,147.0,16.0,232.0,5.6,8.2,1.2,7.6,215.0,2.0,11.1,151.0,35.0,0.0
2.6,3.0,31.0,0.96,8.9,219.0,1838.0,22.0,107.0,141.0,10.0,224.0,5.7,7.5,1.2,5.9,215.0,1.8,12.3,151.0,20.0,0.0
0.5,3.7,19.0,0.09,9.7,171.0,1747.0,24.0,102.0,138.0,23.0,155.0,4.8,8.2,2.4,5.4,1814.0,1.3,9.3,142.0,35.0,0.0
5.9,3.7,24.0,3.24,7.3,213.0,5839.6,20.0,109.0,142.0,17.0,221.0,6.3,6.8,1.3,7.2,275.0,2.4,12.7,159.0,27.0,0.0
7.3,2.7,24.0,0.958,6.8,267.0,1219.0,21.0,106.0,144.0,21.0,279.0,6.5,7.1,0.8,7.6,184.0,1.9,13.4,149.0,10.0,0.0
5.9,2.5,30.0,0.62,3.7,259.0,4298.0,20.0,103.0,143.0,16.0,272.0,5.1,6.8,0.9,6.5,163.0,1.6,11.4,154.0,39.0,0.0
6.7,3.9,23.0,2.382754978,7.4,268.0,6109.0,20.0,110.0,143.0,18.0,284.0,7.3,6.8,1.5,7.7,256.0,2.4,11.5,156.0,28.0,0.0
6.8,2.4,25.0,3.54,21.1,48.0,3589.6,23.0,106.0,134.0,9.0,51.0,5.3,7.8199999999999985,0.7,6.6,468.0,1.7,10.4,147.0,6.0,0.0
6.1,2.7,21.0,1.792612443,1.8,255.0,6545.0,18.0,111.0,144.0,18.0,277.0,5.6,6.1,0.8,7.4,259.0,1.8,11.6,161.0,23.0,0.0
4.7,2.8,23.0,1.4,8.9,270.0,3335.0,20.0,111.0,143.0,16.0,277.0,6.7,6.8,0.9,8.4,214.0,2.0,11.8,155.0,22.0,0.0
5.9,2.8,20.0,0.87,6.6,254.0,2829.0,17.0,109.0,142.0,20.0,254.0,6.4,5.8,0.8,7.9,234.0,2.0,13.0,152.0,15.0,0.0
5.8,3.2,19.0,0.94,2.8,233.0,6777.0,20.0,112.0,145.0,19.0,236.0,4.8,6.8,1.5,6.8,213.0,1.6,11.2,147.0,31.0,0.0
6.5,3.3,29.0,1.0837744458,6.0,235.0,1996.0,15.0,112.0,144.0,10.0,240.0,5.8,5.1,1.4,7.4,290.0,1.9,12.3,153.0,22.0,0.0
2.6,3.8,21.0,0.61,5.5,240.0,5826.0,23.0,107.0,145.0,22.0,250.0,5.3,7.8,1.8,7.760000000000001,244.0,2.0,12.0,158.0,35.0,0.0
5.9,3.6,24.0,2.7,13.4,226.0,6245.6,23.0,110.0,146.0,18.0,231.0,5.0,7.8,1.5,7.2,220.0,2.0,11.2,149.0,35.0,0.0
5.0,2.9,21.0,1.01,7.7,158.0,3642.0,18.0,112.0,141.0,14.0,161.0,5.2,6.1,1.3,6.3,244.0,1.6,13.3,146.0,10.0,0.0
6.3,3.7,33.0,2.4412,4.0,232.0,5801.0,23.0,106.0,144.0,12.0,235.0,5.3,7.8,1.5,6.3,196.0,2.3,11.8,149.0,43.0,0.0
4.7,3.3,23.0,1.11,5.5,219.0,4683.0,20.0,116.0,147.0,14.0,216.0,5.2,6.8,1.3,7.6,321.0,2.0,11.4,154.0,38.0,0.0
5.3,4.0,22.0,2.02,5.9,187.0,4008.8,24.0,117.0,143.0,10.0,188.0,5.3,8.2,1.6,6.82,295.0,2.4,12.4,155.0,49.0,1.0
5.1,5.1,29.0,2.58,9.9,227.0,5336.0,25.0,109.0,147.0,16.0,237.0,6.2,8.5,3.2,7.9,211.0,1.8,12.5,162.0,27.0,1.0
5.6,2.8,24.0,0.75,3.9,149.0,1499.0,20.0,105.0,142.0,20.0,150.0,5.5,6.8,1.3,6.0,182.0,1.5,12.1,148.0,16.0,0.0
7.6,3.3,24.0,0.930356867,5.6,253.0,5737.8,21.0,112.0,142.0,14.0,252.0,7.0,7.1,1.0,7.779999999999999,280.0,2.3,12.0,151.0,42.0,1.0
6.4,6.2,24.0,1.84,8.6,240.0,514.0,34.0,136.0,174.0,21.0,240.0,6.8,11.6,4.6,7.8,242.0,1.6,13.3,158.0,37.0,1.0
3.1,2.7,25.0,0.71,3.1,236.0,1549.0,21.0,110.0,144.0,15.0,242.0,5.0,7.1,0.8,6.4,179.0,1.9,13.4,150.0,23.0,0.0
4.6,3.6,18.0,0.57,8.1,190.0,4169.2,21.0,113.0,145.0,21.0,182.0,5.8,7.1,1.6,8.1,271.0,2.0,11.9,152.0,34.0,0.0
7.8,3.0,25.0,0.26,6.1,245.0,920.0,19.4,108.0,142.0,16.0,260.0,4.9,6.6,1.1,5.8,178.0,1.9,11.8,155.0,15.0,0.0
6.0,2.5,24.0,0.29,7.2,240.0,2051.0,21.0,109.0,144.0,13.4,244.0,5.56,7.1,1.0,7.5,141.0,1.6,12.3,152.0,15.0,0.0
6.4,2.2,22.0,0.99,5.6,195.0,5022.0,18.0,111.0,140.0,13.0,201.0,4.8,6.1,0.7,6.1,220.0,1.4,12.2,146.0,13.0,0.0
5.9,2.9,16.0,0.56,4.9,245.0,1155.0,21.0,113.0,142.0,19.0,255.0,4.8,7.1,1.1,5.5,163.0,1.7,12.4,152.0,22.0,0.0
5.9,2.9,24.0,1.35,2.8,243.0,5377.0,18.0,108.0,141.0,15.0,248.0,5.1,6.1,0.9,6.5,197.0,2.0,10.9,148.0,22.0,0.0
6.9,3.7,28.0,2.05,4.8,234.0,4197.0,24.0,118.0,151.0,11.0,246.0,5.3,8.2,1.2,6.8,193.0,2.6,12.1,159.0,38.0,1.0
5.3,2.6,23.0,0.76,6.2,227.0,736.0,17.0,108.0,139.0,14.0,238.0,4.7,5.8,0.8,5.5,142.0,1.8,11.5,148.0,7.0,0.0
5.2,2.9,36.0,0.65,10.2,228.0,2010.0,22.0,92.0,136.0,13.0,230.0,4.1,7.5,0.9,5.7,251.0,2.1,11.1,144.0,10.0,0.0
7.5,2.3,24.0,0.9302981296,5.5,248.0,3063.0,20.0,109.0,142.0,17.0,254.0,7.5,6.8,0.6,7.040000000000001,204.0,1.7,11.7,153.0,10.0,0.0
5.1,3.2,25.0,0.73,3.7,215.0,4421.0,19.0,108.0,144.0,18.0,225.0,5.5,6.5,1.3,6.5,197.0,2.0,12.1,154.0,21.0,0.0
5.7,3.1,29.0,2.11,5.9,216.0,1141.0,18.0,108.0,143.0,14.0,222.0,5.9,6.1,1.0,6.8,165.0,2.1,11.8,154.0,21.0,0.0
7.0,2.6,24.0,0.59,2.8,226.0,1537.0,17.0,110.0,140.0,13.0,242.0,5.9,5.8,0.7,7.1,151.0,1.9,11.2,150.0,13.0,0.0
6.7,2.3,23.0,0.61,8.8,262.0,2235.0,18.0,113.0,145.0,18.0,277.0,6.9,6.1,0.7,8.4,165.0,1.7,10.7,161.0,16.0,0.0
7.0,3.0,24.0,0.84,2.7,243.0,3039.0,17.0,108.0,138.0,13.0,252.0,5.9,5.8,1.2,7.2,207.0,1.8,10.7,149.0,26.0,0.0
6.4,2.7,23.0,1.0,5.7,245.0,4780.2,19.0,108.0,140.0,16.0,245.0,6.0,6.5,0.8,7.5200000000000005,294.0,1.9,12.0,147.0,15.0,0.0
6.8,4.1,21.0,1.81,3.3,272.0,5260.0,26.0,115.0,151.0,22.0,281.0,5.5,8.8,2.0,7.1,224.0,2.1,13.4,164.0,35.0,0.0
6.9,3.1,30.0,0.654515914,10.4,241.0,3613.0,22.0,110.0,145.0,11.0,250.0,4.4,7.5,0.9,6.1,204.0,2.2,13.2,153.0,22.0,0.0
5.4,3.5,25.0,0.93,6.6,249.0,1314.0,19.0,107.0,140.0,15.0,252.0,5.3,6.5,1.3,5.7,188.0,2.2,11.6,147.0,22.0,0.0
7.3,3.6,32.0,0.525835854,12.3,247.0,5804.0,23.0,108.0,144.0,11.0,253.0,5.7,7.8,1.3,7.3,256.0,2.3,13.0,150.0,22.0,0.0
6.3,4.0,26.0,12.94,3.7,242.0,3534.6,25.0,111.0,145.0,15.0,246.0,5.5,8.5,1.5,4.840000000000001,510.0,2.5,11.6,150.0,42.0,0.0
7.1,3.4,25.0,3.28,5.1,225.0,2651.0,21.0,109.0,142.0,14.0,236.0,5.0,7.1,1.1,5.9,155.0,2.3,11.3,150.0,27.0,0.0
5.3,3.3,26.0,0.95,6.1,225.0,3899.2,24.0,111.0,144.0,14.0,224.0,6.2,8.2,1.3,6.04,372.0,2.0,11.7,152.0,35.0,1.0
6.2,2.5,25.0,0.2,6.1,256.0,2068.0,19.0,108.0,142.0,16.0,254.0,5.1,6.5,0.8,6.3,190.0,1.7,12.1,150.0,14.0,0.0
6.6,3.9,32.0,2.62,9.0,242.0,4183.0,30.0,114.0,155.0,15.0,248.0,5.1,10.2,1.3,6.2,361.0,2.5,12.4,162.0,49.0,0.0
7.1,2.3,29.0,0.8816614796,9.1,255.0,5149.0,16.0,106.0,141.0,13.0,263.0,5.9,5.4,0.7,7.5,175.0,1.6,12.6,153.0,10.0,0.0
5.4,3.7,20.0,0.689402957,8.1,275.0,1679.0,21.0,112.0,141.0,17.0,287.0,6.5,7.1,1.6,7.8,189.0,2.1,11.6,157.0,20.0,0.0
5.1,3.2,23.0,2.119484046,3.8,234.0,5783.0,23.0,116.0,149.0,15.0,231.0,4.9,7.8,1.0,6.7,213.0,2.2,11.5,154.0,28.0,0.0
2.9,3.3,19.0,0.59,5.9,235.0,2877.0,20.0,108.0,146.0,26.0,232.0,5.5,6.8,1.4,6.6,158.0,1.9,12.5,150.0,26.0,0.0
5.4,3.1,25.0,2.593120741,6.6,220.0,4931.2,21.0,111.0,144.0,15.0,215.0,5.1,7.1,1.1,7.7,243.0,1.9,11.4,146.0,24.0,0.0
3.9,2.4,24.0,1.06,7.1,217.0,2608.0,16.0,106.0,143.0,19.0,217.0,5.3,5.4,0.7,7.0200000000000005,299.0,1.7,12.4,151.0,15.0,0.0
5.0,3.4,22.0,0.92,16.4,269.0,2396.0,20.0,105.0,139.0,19.0,274.0,5.7,6.8,1.3,6.9,208.0,2.1,11.8,152.0,26.0,0.0
5.8,3.3,27.0,1.32,5.9,234.0,4471.0,24.0,109.0,145.0,16.0,243.0,5.4,8.2,1.2,7.9,176.0,2.1,11.4,146.0,34.0,1.0
7.4,3.1,28.0,3.16,5.4,229.0,5001.0,19.0,107.0,142.0,14.0,245.0,5.6,6.5,0.8,7.0,169.0,2.3,11.9,154.0,27.0,0.0
3.2,2.9,26.0,0.24,10.6,224.0,1858.0,23.0,107.0,146.0,21.0,244.0,5.7,7.8,1.1,7.7,213.0,1.8,13.8,157.0,22.0,0.0
6.2,3.7,26.0,7.39,1.5,260.0,3645.4,23.0,112.0,144.0,14.0,263.0,6.7,7.8,1.5,6.419999999999999,572.0,2.2,11.7,155.0,41.0,1.0
6.8,3.8,26.0,0.39,6.4,243.0,4948.0,22.0,114.0,150.0,16.0,247.0,5.6,7.5,1.7,6.6,223.0,2.1,11.8,158.0,29.0,0.0
7.2,3.1,20.0,3.7,5.5,236.0,3645.4,20.0,119.0,147.0,15.0,240.0,5.5,6.8,1.1,7.3,596.0,2.0,11.2,157.0,42.0,1.0
1.9,3.0,21.0,0.87,4.0,244.0,4963.8,24.0,108.0,147.0,24.0,240.0,5.5,8.2,1.1,7.92,220.0,1.9,11.9,154.0,37.0,0.0
6.3,3.4,20.0,1.06,2.5,251.0,5444.4,23.0,116.0,150.0,22.0,268.0,5.7,7.8,1.5,8.2,298.0,1.9,12.0,161.0,41.0,0.0
6.1,2.9,23.0,1.3,6.2,229.0,2581.0,20.0,109.0,142.0,17.0,234.0,5.7,6.8,0.9,6.8,171.0,2.0,11.5,152.0,22.0,0.0
5.4,3.2,19.0,2.169217187,2.7,235.0,6570.0,21.0,114.0,141.0,14.0,226.0,5.6,7.1,1.1,8.2,236.0,2.1,11.2,143.0,28.0,0.0
3.9,2.5,23.0,0.24,5.3,257.0,2389.0,16.0,110.0,138.0,11.0,261.0,5.6,5.4,0.7,6.5,192.0,1.8,11.2,146.0,12.0,0.0
7.4,3.7,24.0,0.66,5.2,287.0,4080.4,25.0,93.0,131.0,22.0,282.0,6.3,8.5,1.4,5.539999999999999,694.0,2.2,11.8,143.0,33.0,0.0
4.4,2.9,24.0,1.16,7.2,208.0,4503.0,23.0,106.0,141.0,19.0,208.0,6.6,7.8,1.1,8.1,166.0,1.8,10.6,146.0,29.0,0.0
7.0,2.9,19.0,1.485467379,3.8,230.0,1769.0,18.0,116.0,142.0,14.0,251.0,6.0,6.1,0.7,7.0,213.0,2.1,11.4,160.0,16.0,0.0
6.5,2.4,27.0,1.08,7.3,250.0,2369.0,16.0,106.0,140.0,14.0,263.0,5.3,5.4,0.4,6.4,168.0,2.0,10.9,149.0,12.0,0.0
6.6,2.9,27.0,1.36,4.4,238.0,6272.0,21.0,108.0,143.0,15.0,244.0,6.4,7.1,1.0,8.2,201.0,1.8,12.0,152.0,26.0,0.0
8.5,3.8,23.0,1.35,4.8,228.0,3534.6,26.0,123.0,153.0,14.0,244.0,6.6,8.8,1.6,6.7,468.0,2.2,12.6,159.4,42.0,0.0
6.44,3.6,21.0,1.67588668,5.9,271.0,3874.2,22.0,117.0,147.0,17.0,279.0,7.1,7.5,1.4,7.3,408.0,2.2,12.1,153.0,44.0,0.0
7.6,2.8,15.0,0.45,5.0,257.0,3346.0,24.0,114.0,142.0,20.0,275.0,6.0,8.2,1.0,7.0,202.0,1.8,12.5,158.0,21.0,0.0
8.5,2.5,23.0,0.104907276,2.8,238.0,1639.0,20.8,112.0,146.0,18.0,244.0,5.6,7.080000000000001,1.2,7.0,165.0,1.4,12.0,154.0,29.0,0.0
2.7,3.0,21.0,0.64,10.6,238.0,4838.0,24.0,111.0,148.0,23.0,237.0,6.7,8.2,0.9,7.9,222.0,2.1,12.7,160.0,20.0,0.0
5.4,2.9,23.0,0.492996549,3.8,233.0,1154.0,20.0,108.0,144.0,18.0,255.0,4.3,6.8,0.7,4.9,172.0,2.2,12.8,158.0,9.0,0.0
6.7,2.7,22.0,0.45,10.3,282.0,3616.0,24.0,112.0,146.0,19.0,293.0,6.5,8.2,0.9,7.8,203.0,1.9,12.4,155.0,27.0,0.0
4.1,2.1,29.0,0.53,4.6,246.0,2190.0,15.0,105.0,139.0,12.0,259.0,5.0,5.1,0.5,6.4,195.0,1.7,12.8,152.0,12.0,0.0
7.7,2.9,27.0,0.572527589,9.9,250.0,4707.0,19.2,110.0,140.0,10.0,256.0,6.1,6.539999999999999,1.0,6.8,269.0,1.9,12.5,154.0,21.0,0.0
4.2,2.2,18.0,0.94,8.5,227.0,3209.0,18.0,114.0,144.0,19.0,225.0,6.0,6.1,0.6,6.5,187.0,1.6,11.2,151.0,16.0,0.0
8.4,3.4,31.0,0.104907276,6.8,225.0,1298.0,20.0,109.0,143.0,10.0,233.0,5.4,6.8,1.1,6.4,221.0,2.3,12.2,148.0,22.0,0.0
6.0,3.3,19.0,0.25,5.1,259.0,2529.0,22.0,110.0,148.0,25.0,253.0,5.2,7.5,1.5,6.5,176.0,1.8,11.9,152.0,28.0,0.0
2.3,2.7,24.0,0.42,4.0,275.0,4929.0,20.0,108.0,145.0,20.0,236.0,5.4,6.8,1.0,6.18,281.0,1.8,11.0,150.0,28.0,0.0
4.2,3.4,26.0,1.53,10.2,261.0,6658.0,19.0,109.0,141.0,12.0,264.0,5.8,6.5,1.0,7.6,246.0,2.4,11.5,151.0,36.0,1.0
6.0,3.0,19.0,0.73,6.9,225.0,1304.0,21.0,114.0,143.0,17.0,225.0,5.4,7.1,1.0,6.3,196.0,2.0,12.4,148.0,14.0,0.0
6.1,2.8,25.0,1.83,7.4,232.0,6892.0,19.0,105.0,143.0,16.0,232.0,5.359999999999999,6.5,0.8,8.0,243.0,2.1,12.4,147.0,15.0,0.0
5.3,2.8,26.0,0.2,4.5,253.0,1399.0,22.0,106.0,143.0,17.0,272.0,5.0,7.5,0.9,6.1,160.0,1.9,13.5,155.0,21.0,0.0
4.9,4.5,27.0,1.29,5.8,208.0,4035.0,24.0,110.0,146.0,15.0,210.0,5.3,8.2,2.4,7.1,183.0,2.1,11.5,151.0,34.0,0.0
7.6,4.1,28.0,5.0116,5.6,238.0,3534.6,24.0,109.0,146.0,15.0,238.0,5.8,8.2,1.6,5.8,454.0,2.4,12.1,152.0,50.0,0.0
6.3,3.4,31.0,2.07,3.6,273.0,3645.4,26.0,109.0,144.0,9.0,277.0,4.4,8.8,1.1,4.92,546.0,2.3,11.6,150.0,49.0,1.0
5.7,4.0,24.0,2.958,6.3,200.0,6459.0,25.0,111.0,145.0,18.0,196.0,6.6,8.5,1.6,7.8,226.0,2.4,11.8,154.0,36.0,0.0
5.8,3.1,23.0,0.79,9.9,249.0,3263.0,23.0,109.0,144.0,19.0,251.0,5.8,7.8,1.0,7.2,196.0,2.1,10.5,149.0,22.0,0.0
4.6,3.1,18.0,0.27,2.4,274.0,1857.0,19.0,118.0,145.0,15.0,280.0,5.1,6.5,1.4,6.0,254.0,1.7,11.8,154.0,23.0,0.0
5.5,2.2,19.0,0.99,5.2,267.0,1471.0,21.0,105.0,139.0,21.0,262.0,5.2,7.1,0.6,6.4,212.0,1.6,11.4,146.0,16.0,0.0
7.7,3.3,23.0,2.07,7.0,245.0,6203.0,23.0,115.0,143.0,12.0,249.0,6.6,7.8,1.5,8.0,209.0,1.8,11.6,159.0,33.0,0.0
6.1,4.6,24.0,0.66,5.1,204.0,3476.0,24.0,111.0,145.0,17.0,209.0,5.8,8.2,3.3,6.8,188.0,1.3,12.7,155.0,38.0,0.0
5.5,3.1,20.0,1.16,5.9,242.0,4500.0,22.0,115.0,148.0,19.0,252.0,5.3,7.5,1.1,6.3,188.0,2.0,12.2,154.0,22.0,0.0
6.6,2.3,17.0,0.57,15.6,289.0,2991.0,18.0,109.0,140.0,22.0,302.0,7.0,6.1,0.6,7.719999999999999,185.0,1.7,12.3,150.0,19.0,0.0
5.4,2.5,21.0,2.14,10.6,240.0,6625.0,17.0,105.0,138.0,19.0,244.0,5.8,5.8,0.6,7.8,228.0,1.9,11.1,145.0,19.0,0.0
5.8,2.9,22.0,1.972844298,4.9,215.0,5272.0,20.0,112.0,137.0,10.0,214.0,5.5,6.8,1.1,7.0,189.0,1.8,11.1,146.0,23.0,0.0
7.1,3.6,20.0,2.24,6.0,209.0,2858.0,24.0,114.0,146.0,17.0,216.0,4.3,8.2,1.2,6.3,233.0,2.4,10.7,151.0,33.0,0.0
1.8,2.4,19.0,0.48,8.9,288.0,3259.0,18.0,113.0,146.0,22.0,284.0,5.8,6.1,0.7,7.3,201.0,1.7,12.3,156.0,15.0,0.0
5.3,3.2,23.0,1.56485073,5.0,247.0,4407.4,21.0,111.0,144.0,16.0,266.0,5.5,7.1,1.1,5.82,444.0,2.1,11.4,157.0,28.0,1.0
5.7,2.1,19.0,0.132200625,12.8,210.0,1918.0,20.2,105.0,132.0,15.0,220.0,6.3,6.859999999999999,1.1800000000000002,6.8,298.0,1.9,9.7,139.0,22.0,1.0
6.7,2.6,22.0,0.69,6.9,232.0,6719.0,17.0,109.0,144.0,19.0,246.0,5.9,5.8,0.8,6.9,223.0,1.8,10.9,156.0,25.0,0.0
6.1,3.5,20.0,2.080004695,6.4,274.0,4782.0,26.0,119.0,150.0,18.0,281.0,5.9,8.8,1.1,6.9,321.0,2.5,11.0,157.0,23.0,0.0
6.7,3.3,27.0,2.17,3.4,258.0,3535.6,26.0,112.0,149.0,16.0,260.0,5.4,8.8,1.3,4.3,780.0,2.1,11.8,156.0,49.0,1.0
6.5,3.1,25.0,0.54,3.4,251.0,1483.0,22.0,107.0,139.0,13.0,279.0,5.1,7.5,0.9,6.1,195.0,2.2,11.2,162.0,21.0,0.0
7.6,3.2,21.0,0.97,4.9,249.0,2481.0,20.0,108.0,146.0,23.0,250.0,5.5,6.8,1.0,7.4,189.0,2.1,12.0,152.0,28.0,0.0
6.5,3.3,22.0,2.13,6.0,229.0,2854.0,24.0,115.0,147.0,17.0,243.0,5.5,8.2,1.4,6.4,216.0,1.9,11.3,159.0,34.0,0.0
6.7,2.3,22.0,0.7,1.3,226.0,1211.0,16.0,111.0,143.0,16.0,232.0,4.6,5.4,0.6,5.4,163.0,1.7,10.1,150.0,10.0,0.0
4.6,3.8,19.0,1.39,11.0,208.0,5288.0,23.0,112.0,147.0,23.0,207.0,6.1,7.8,2.0,6.7,191.0,1.8,11.9,160.0,32.0,1.0
5.8,3.4,24.0,0.39,2.0,235.0,3534.6,24.0,110.0,149.0,22.0,246.0,5.7,8.2,1.3,5.800000000000001,467.0,2.1,12.4,162.0,35.0,0.0
5.1,3.9,28.0,1.21,3.6,241.0,3645.4,31.0,110.0,148.0,14.0,240.0,3.8,10.5,1.8,5.6,568.0,2.1,11.3,151.0,49.0,1.0
5.4,3.1,22.0,1.81,4.2,230.0,5619.4,23.0,110.0,143.0,17.4,234.0,5.6,7.8,1.2,7.38,251.0,1.9,11.1,150.0,34.0,0.0
6.3,2.5,22.0,2.42,9.4,220.0,1130.0,18.0,106.0,139.0,16.0,225.0,4.8,6.1,0.7,5.5,162.0,1.8,10.4,144.0,6.0,0.0
6.7,2.8,25.0,1.288878543,13.6,255.0,3768.0,22.0,107.0,140.0,13.0,248.0,4.1,7.5,1.0,6.7,209.0,1.9,12.3,149.0,19.0,0.0
5.1,2.8,27.0,0.29,12.5,176.4,1985.0,20.0,104.0,140.0,14.0,169.0,4.9,6.8,0.7,5.4,238.0,2.1,11.7,151.0,13.0,0.0
6.6,3.2,27.0,0.0153009469999999,4.4,248.0,3003.0,22.0,106.0,142.0,15.0,253.0,5.5,7.5,1.7,6.7,185.0,1.5,11.1,147.0,29.0,0.0
6.0,4.2,26.0,1.25,3.9,225.0,1133.0,22.0,113.0,142.0,11.0,232.0,7.5,7.5,2.7,8.2,148.0,1.5,12.6,154.0,27.0,1.0
6.9,2.9,22.0,0.32,6.3,259.0,1327.0,21.0,105.0,139.0,18.0,260.0,5.0,7.1,0.8,5.4,180.0,2.0,12.4,148.0,21.0,0.0
7.2,3.4,28.0,3.79,3.6,221.0,3534.6,21.0,110.0,143.0,13.0,226.0,6.2,7.1,1.0,7.0,521.0,2.3,11.7,153.0,42.0,1.0
5.9,3.3,27.0,2.910275409,3.1,267.0,1009.0,19.0,108.0,137.0,8.0,268.0,5.2,6.5,1.6,5.4,180.0,1.7,11.0,143.0,17.0,0.0
2.9,2.7,30.0,0.65,11.0,231.0,4592.0,19.0,107.0,141.0,11.0,234.0,5.6,6.5,1.0,6.1,202.0,1.7,12.2,148.0,20.0,0.0
7.5,3.5,29.0,0.3783073979999999,4.7,241.0,1376.0,25.0,111.0,144.0,12.0,248.0,6.0,8.5,1.3,6.8,189.0,2.2,12.8,149.0,22.0,0.0
5.6,3.0,20.0,0.3,10.4,184.0,3878.0,21.0,116.0,145.0,17.0,185.0,6.6,7.1,1.3,7.7,209.0,1.7,10.9,154.0,22.0,0.0
3.8,2.7,28.0,0.76,5.0,230.0,4671.0,18.0,106.0,140.0,11.0,242.0,5.2,6.1,1.0,6.0,196.0,1.7,10.8,148.0,20.0,0.0
7.5,2.9,23.0,1.347754317,10.2,194.0,3961.0,19.0,114.0,139.0,8.0,194.0,5.6,6.5,1.1,7.2,227.0,1.8,13.3,152.0,21.0,0.0
2.6,3.3,24.0,0.26,8.1,248.0,1961.0,24.0,105.0,142.0,20.0,269.0,6.2,8.2,1.4,7.6,181.0,1.9,12.9,164.0,16.0,0.0
4.9,2.8,21.0,3.276894114,3.6,247.0,2497.0,18.0,113.0,143.0,16.0,246.0,5.3,6.1,0.9,6.4,211.0,1.9,11.4,149.0,23.0,0.0
5.8,3.3,19.0,0.539091027,1.6,279.0,2803.0,20.0,118.0,148.0,18.0,298.0,5.1,6.8,1.2,6.4,262.0,2.1,12.7,160.0,23.0,0.0
6.2,3.0,26.0,0.41,5.8,267.0,718.0,17.0,105.0,141.0,16.0,278.0,4.2,5.8,1.1,5.1,189.0,1.8,13.2,148.0,12.0,0.0
6.6,4.9,27.0,0.84,6.9,243.0,6488.0,26.0,108.0,148.0,20.0,249.0,5.8,8.8,2.8,7.760000000000001,240.0,2.1,12.4,153.0,38.0,0.0
6.8,2.7,26.0,1.94,8.2,250.0,3430.0,21.0,107.0,141.0,14.0,268.0,5.3,7.1,0.7,6.5,169.0,2.0,11.8,154.0,21.0,0.0
6.0,3.1,27.0,0.69,7.8,229.0,4751.0,26.0,107.0,142.0,15.0,252.0,5.4,8.8,1.0,7.7,210.0,2.1,12.8,158.0,21.0,0.0
6.6,2.4,26.0,0.23,6.9,197.0,1328.0,16.0,110.0,143.0,14.0,204.0,4.9,5.4,0.9,6.2,190.0,1.6,13.2,151.0,10.0,0.0
6.9,2.7,26.0,0.85,10.1,200.0,2686.0,18.0,105.0,139.0,14.0,204.0,5.1,6.1,0.9,7.0,287.0,1.8,11.9,147.0,13.0,0.0
7.2,3.3,31.0,1.053872282,4.6,241.0,3705.0,20.0,109.0,145.0,11.0,250.0,4.8,6.8,1.1,6.2,182.0,2.2,12.5,149.0,22.0,0.0
5.4,2.8,22.0,0.93,4.4,237.0,6488.0,22.0,113.0,146.0,18.0,241.0,5.8,7.5,0.8,7.5,180.0,2.0,12.0,154.0,26.0,0.0
4.4,3.3,19.0,0.390777606,4.4,260.0,3898.0,19.0,118.0,150.0,20.0,283.0,5.5,6.5,1.6,7.4,212.0,1.7,11.5,165.0,43.0,0.0
5.7,6.5,20.0,0.89,2.4,224.0,4747.0,30.0,116.0,154.0,24.0,221.0,4.9,10.2,4.9,6.5,220.0,1.6,12.4,157.0,41.0,1.0
3.7,3.9,25.0,0.5,6.7,205.0,5303.0,31.0,109.0,149.0,21.0,198.0,4.8,10.5,2.3,6.1,291.0,1.6,12.3,155.0,30.0,0.0
6.0,2.6,28.0,0.7,6.9,258.0,1221.0,17.0,108.0,142.0,11.0,269.0,5.4,5.8,0.7,6.5,160.0,1.9,11.6,150.0,15.0,0.0
4.6,3.3,18.0,0.68,9.4,214.0,1823.0,23.0,120.0,146.0,16.0,223.0,6.6,7.8,1.2,8.0,206.0,2.1,12.2,154.0,22.0,0.0
5.7,3.9,26.0,1.11,5.1,254.0,868.0,20.0,111.0,142.0,10.0,255.0,4.6,6.8,2.5,5.3,209.0,1.4,11.4,148.0,16.0,0.0
5.0,3.1,19.0,1.39,6.0,206.0,1873.0,20.0,111.0,139.0,15.0,212.0,5.0,6.8,1.1,6.2,185.0,2.0,11.8,146.0,21.0,0.0
